Stimulus,VERTICALITY,BALANCE,CENTER-PERIPHERY,LINKAGE,RESISTANCE,VERTICALITY_Completion_Text,BALANCE_Completion_Text,CENTER-PERIPHERY_Completion_Text,LINKAGE_Completion_Text,RESISTANCE_Completion_Text
he measures six-foot nine,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""he measures six-foot nine"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""he measures six-foot nine"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""he measures six-foot nine"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""he measures six-foot nine"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""he measures six-foot nine"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
the clock is on the mantle,4,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""the clock is on the mantle"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 4.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""the clock is on the mantle"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""the clock is on the mantle"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""the clock is on the mantle"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""the clock is on the mantle"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
one-night fling,4,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""one-night fling"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 4.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""one-night fling"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""one-night fling"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""one-night fling"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""one-night fling"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
to be in the position to make a profit,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""to be in the position to make a profit"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""to be in the position to make a profit"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""to be in the position to make a profit"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""to be in the position to make a profit"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""to be in the position to make a profit"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
to be in someone else's shoes,5,5,5,5,7,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""to be in someone else's shoes"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""to be in someone else's shoes"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""to be in someone else's shoes"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""to be in someone else's shoes"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""to be in someone else's shoes"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 7.
How strongly"
on the witness platform,5,5,5,5,7,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""on the witness platform"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""on the witness platform"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""on the witness platform"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""on the witness platform"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""on the witness platform"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 7.
How strongly"
be in aw,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""be in aw"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""be in aw"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""be in aw"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""be in aw"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""be in aw"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
the police told them to get back,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""the police told them to get back"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""the police told them to get back"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""the police told them to get back"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""the police told them to get back"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""the police told them to get back"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
support your man,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""support your man"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""support your man"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""support your man"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""support your man"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""support your man"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
the engine can't endure the constant wear,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""the engine can't endure the constant wear"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""the engine can't endure the constant wear"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""the engine can't endure the constant wear"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""the engine can't endure the constant wear"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""the engine can't endure the constant wear"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
to be on shaky ground,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""to be on shaky ground"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""to be on shaky ground"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""to be on shaky ground"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""to be on shaky ground"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""to be on shaky ground"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
to be accused,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""to be accused"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""to be accused"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""to be accused"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""to be accused"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""to be accused"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
the house is in the clearing,5,5,5,5,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""the house is in the clearing"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""the house is in the clearing"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""the house is in the clearing"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""the house is in the clearing"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""the house is in the clearing"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
the barometer is at 30 inches,3,5,5,4,5,"Consider the notion of VERTICALITY. Verticality refers to the sense of an extension along an up—down orientation.
How strongly is the phrase ""the barometer is at 30 inches"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 3.
How strongly","Consider the notion of BALANCE. Balance refers to your sense of symmetry or stability relative to some point within your body.
How strongly is the phrase ""the barometer is at 30 inches"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of CENTER-PERIPHERY. Center-periphery refers to the experience of some objects or events as central while surrounding objects and events are peripheral or to the outside.
How strongly is the phrase ""the barometer is at 30 inches"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly","Consider the notion of LINKAGE. Linkage refers to the perception of a connection between objects or events.
How strongly is the phrase ""the barometer is at 30 inches"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 4.
How strongly","Consider the notion of RESISTANCE. Resistance refers to the experience of your body opposing some external force.
How strongly is the phrase ""the barometer is at 30 inches"" related to this notion on a scale from 1 (not at all related) to 7 (very strongly related)? I choose the number 5.
How strongly"
